edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Poland->Bangladesh,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Turkey,0.10,0.10,0.00,0.00,0.00,0.00,0.00
Belgium->Bangladesh,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Argentina,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Bangladesh->SaudiArabia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Bangladesh->Norway,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Brazil->Austria,0.10,0.10,0.00,0.00,0.00,0.00,0.00
France->Malaysia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Austria->Australia,0.20,0.00,0.20,0.00,0.00,0.00,0.00
Austria->Finland,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Austria->Greece,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Austria->Malaysia,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Austria->Colombia,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Austria->Japan,0.10,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->UnitedArabEmirates,0.09,0.20,0.10,0.19,0.00,0.00,0.00
UnitedKingdom->Israel,0.08,0.20,0.20,0.00,0.00,0.00,0.00
USA->Oman,0.00,0.30,0.00,0.00,0.00,0.00,0.00
Senegal->Nigeria,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Senegal->Singapore,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Senegal->India,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Senegal->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->SaudiArabia,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Belgium->Jordan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Argentina->China,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Argentina->Brazil,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Malaysia->Israel,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->China,0.26,0.20,0.08,0.00,0.00,0.00,0.00
BosniaandHerzegovina->Argentina,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Sweden->Nigeria,0.00,0.10,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Luxembourg,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Denmark->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Israel->Norway,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Israel->Iceland,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Israel->Taiwan,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Canada->Vietnam,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SaudiArabia->BosniaandHerzegovina,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Portugal->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Portugal->Senegal,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Germany->Colombia,0.00,0.20,0.70,0.10,0.00,0.00,0.00
Luxembourg->Japan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Luxembourg->Brazil,0.20,0.20,0.00,0.00,0.00,0.00,0.00
HongKong->Sweden,0.00,0.30,0.00,0.00,0.00,0.00,0.00
Brazil->Colombia,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Brazil->Portugal,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Brazil->UnitedKingdom,0.10,0.16,0.10,0.00,0.00,0.00,0.00
Morocco->Oman,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Argentina->Austria,0.00,0.20,0.00,0.10,0.00,0.00,0.00
Australia->Greece,0.00,0.00,0.10,0.00,0.00,0.00,0.00
NewZealand->Jordan,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Oman->Jordan,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Italy->Uruguay,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Belgium->Greece,0.00,0.00,0.27,0.00,0.00,0.00,0.00
Greece->Netherlands,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Greece->Switzerland,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Taiwan->Spain,0.00,0.02,0.10,0.00,0.00,0.00,0.00
Spain->China,0.10,0.10,0.30,0.00,0.00,0.00,0.00
SaudiArabia->Romania,0.00,0.10,0.40,0.00,0.00,0.00,0.00
Brazil->Australia,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Portugal->India,0.00,0.10,0.40,0.00,0.00,0.00,0.00
Argentina->Uganda,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Nigeria->UnitedKingdom,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Brazil->Greece,0.10,0.00,0.40,0.00,0.00,0.00,0.00
Brazil->Hungary,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Brazil->NewZealand,0.00,0.10,0.10,0.10,0.00,0.00,0.00
Netherlands->Hungary,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Netherlands->Australia,0.20,0.00,0.12,0.00,0.00,0.00,0.00
Singapore->SouthAfrica,0.00,0.00,0.10,0.10,0.00,0.00,0.00
SaudiArabia->Malaysia,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Brazil->Bangladesh,0.00,0.20,0.10,0.10,0.00,0.00,0.00
Brazil->India,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Nigeria->NewZealand,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Malaysia->India,0.00,0.00,0.20,0.20,0.00,0.00,0.00
Taiwan->Morocco,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Taiwan->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Russia->Spain,0.10,0.00,0.40,0.00,0.00,0.00,0.00
Argentina->Turkey,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Hungary->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Spain->Denmark,0.00,0.00,0.40,0.00,0.00,0.00,0.00
Italy->Bangladesh,0.00,0.00,0.10,0.21,0.00,0.00,0.00
Switzerland->Sweden,0.00,0.10,0.29,0.10,0.00,0.00,0.00
Canada->China,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Brazil->BosniaandHerzegovina,0.00,0.20,0.30,0.00,0.00,0.00,0.00
Austria->India,0.00,0.00,0.20,0.00,0.00,0.00,0.00
UnitedKingdom->Vietnam,0.00,0.10,0.40,0.00,0.00,0.00,0.00
NewZealand->Brazil,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Denmark->Norway,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Denmark->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Oman->Norway,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Oman->Canada,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Canada->Nigeria,0.00,0.00,0.20,0.00,0.00,0.00,0.00
India->Greece,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Chile->Germany,0.00,0.10,0.29,0.00,0.00,0.00,0.00
Portugal->Bangladesh,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Netherlands->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Netherlands->HongKong,0.30,0.10,0.10,0.00,0.00,0.00,0.00
Chile->Bangladesh,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Argentina->SaudiArabia,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Japan->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->Poland,0.10,0.00,0.20,0.17,0.00,0.00,0.00
UnitedKingdom->Latvia,0.00,0.13,0.10,0.26,0.00,0.00,0.00
Israel->Morocco,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Israel->Belgium,0.00,0.00,0.50,0.10,0.00,0.00,0.00
Bangladesh->Belgium,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Sweden->Jordan,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Malaysia->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Denmark->Oman,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Hungary,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Colombia->Jordan,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Colombia->Germany,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Denmark->Iceland,0.00,0.10,0.00,0.20,0.00,0.00,0.00
Denmark->Georgia,0.10,0.00,0.10,0.10,0.00,0.00,0.00
Mexico->UnitedKingdom,0.10,0.00,0.20,0.20,0.00,0.00,0.00
France->Kazakhstan,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Sweden,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Portugal->Chile,0.00,0.00,0.80,0.10,0.00,0.00,0.00
Russia->Uganda,0.00,0.00,0.30,0.20,0.00,0.00,0.00
Vietnam->Brazil,0.00,0.00,0.70,0.20,0.00,0.00,0.00
Argentina->DemocraticRepublicoftheCongo,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Argentina->Finland,0.00,0.00,0.00,0.20,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Austria,0.00,0.00,0.10,0.30,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Poland,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Poland->Uruguay,0.00,0.10,0.00,0.20,0.00,0.00,0.00
Switzerland->Kazakhstan,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Switzerland->SouthAfrica,0.20,0.10,0.10,0.20,0.00,0.00,0.00
Taiwan->Romania,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Chile->Morocco,0.10,0.10,0.10,0.20,0.00,0.00,0.00
Mexico->Brazil,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Mexico->Bangladesh,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Georgia->USA,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Argentina->Norway,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Vietnam->France,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Vietnam->USA,0.00,0.20,0.10,0.10,0.00,0.00,0.00
Bangladesh->India,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Netherlands->DemocraticRepublicoftheCongo,0.20,0.00,0.00,0.10,0.00,0.00,0.00
Sweden->Singapore,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Israel->Sweden,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Australia->Portugal,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Australia->Iceland,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Colombia->Sweden,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Colombia->Luxembourg,0.00,0.09,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Morocco,0.00,0.08,0.31,0.00,0.00,0.00,0.00
Morocco->Iceland,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Morocco->Netherlands,0.00,0.08,0.00,0.10,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Romania,0.00,0.00,0.08,0.00,0.00,0.00,0.00
Morocco->Hungary,0.00,0.00,0.00,0.18,0.00,0.00,0.00
Switzerland->Mexico,0.00,0.12,0.20,0.00,0.00,0.00,0.00
Switzerland->Portugal,0.00,0.20,0.32,0.40,0.00,0.00,0.00
CzechRepublic->Australia,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Hungary,0.00,0.00,0.20,0.00,0.00,0.00,0.00
CzechRepublic->Singapore,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Chile,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CzechRepublic->Iceland,0.00,0.00,0.00,0.00,0.00,0.00,0.00
China->Austria,0.40,0.20,0.10,0.00,0.00,0.00,0.00
Portugal->Sweden,0.00,0.00,0.20,0.10,0.00,0.00,0.00
Belgium->Poland,0.00,0.00,0.48,0.40,0.00,0.00,0.00
Portugal->Turkey,0.00,0.00,0.12,0.10,0.00,0.00,0.00
Japan->Austria,0.00,0.40,0.20,0.00,0.00,0.00,0.00
HongKong->USA,0.00,0.29,0.00,0.00,0.00,0.00,0.00
Germany->UnitedArabEmirates,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Singapore->Finland,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Denmark->Jordan,0.10,0.00,0.00,0.20,0.00,0.00,0.00
Germany->Hungary,0.10,0.20,0.10,0.40,0.00,0.00,0.00
Chile->Poland,0.10,0.10,0.48,0.00,0.00,0.00,0.00
Chile->Switzerland,0.10,0.00,0.19,0.00,0.00,0.00,0.00
Uruguay->Spain,0.00,0.23,0.00,0.00,0.00,0.00,0.00
Switzerland->Oman,0.00,0.20,0.31,0.20,0.00,0.00,0.00
Switzerland->Georgia,0.00,0.00,0.41,0.00,0.00,0.00,0.00
Switzerland->Malaysia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Luxembourg->Romania,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Luxembourg->BosniaandHerzegovina,0.10,0.00,0.30,0.10,0.00,0.00,0.00
Luxembourg->Senegal,0.10,0.00,0.40,0.00,0.00,0.00,0.00
India->Uganda,0.10,0.00,0.00,0.00,0.00,0.00,0.00
India->France,0.10,0.10,0.20,0.00,0.00,0.00,0.00
India->Luxembourg,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Switzerland->Israel,0.10,0.00,0.30,0.10,0.00,0.00,0.00
BosniaandHerzegovina->DemocraticRepublicoftheCongo,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Switzerland->Thailand,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->India,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Greece,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Norway,0.20,0.10,0.00,0.00,0.00,0.00,0.00
Thailand->Colombia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->UnitedKingdom,0.30,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Luxembourg,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Sweden,0.20,0.00,0.00,0.00,0.00,0.00,0.00
Malaysia->Germany,0.10,0.00,0.00,0.00,0.00,0.00,0.00
China->Morocco,0.10,0.00,0.00,0.00,0.00,0.00,0.00
HongKong->SaudiArabia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
NewZealand->Canada,0.10,0.00,0.00,0.10,0.00,0.00,0.00
NewZealand->Malaysia,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Uganda,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Vietnam,0.10,0.19,0.00,0.00,0.00,0.00,0.00
Vietnam->China,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Singapore->Germany,0.00,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Malaysia,0.10,0.10,0.00,0.00,0.00,0.00,0.00
HongKong->Canada,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->Georgia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Bangladesh,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Singapore->France,0.00,0.20,0.10,0.00,0.00,0.00,0.00
Singapore->Belgium,0.10,0.20,0.00,0.00,0.00,0.00,0.00
Germany->Iceland,0.00,0.20,0.10,0.10,0.00,0.00,0.00
NewZealand->Italy,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Oman->Singapore,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Oman->USA,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Oman->SaudiArabia,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Oman->Taiwan,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Malaysia->SouthKorea,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Belgium,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Chile,0.00,0.10,0.10,0.00,0.00,0.00,0.00
NewZealand->Morocco,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Singapore,0.00,0.10,0.10,0.20,0.00,0.00,0.00
NewZealand->UnitedKingdom,0.00,0.20,0.20,0.20,0.00,0.00,0.00
Uruguay->Jordan,0.00,0.10,0.00,0.00,0.00,0.00,0.00
UnitedKingdom->India,0.00,0.20,0.50,0.18,0.00,0.00,0.00
UnitedKingdom->Mexico,0.00,0.10,0.50,0.10,0.00,0.00,0.00
Russia->Jordan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Bangladesh->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Germany->SaudiArabia,0.10,0.10,0.10,0.00,0.00,0.00,0.00
Vietnam->Luxembourg,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Vietnam->Sweden,0.06,0.00,0.30,0.00,0.00,0.00,0.00
Portugal->UnitedArabEmirates,0.00,0.00,0.10,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Kazakhstan,0.00,0.00,0.11,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->UnitedArabEmirates,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Singapore->Norway,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Iceland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Australia->Kazakhstan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Uruguay,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Taiwan->Germany,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Taiwan->Latvia,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Sweden->Senegal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Norway,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Mexico,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Brazil->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Taiwan->Hungary,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Finland->Norway,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->France,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Argentina,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Turkey,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Japan,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Russia->Belgium,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Russia->Hungary,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Turkey->Vietnam,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Singapore->Brazil,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Colombia,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Portugal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Portugal->HongKong,0.00,0.00,0.11,0.00,0.00,0.00,0.00
Portugal->Finland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Austria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Greece,0.00,0.00,0.10,0.00,0.00,0.00,0.00
CzechRepublic->Oman,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Brazil->France,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Singapore->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Norway->Morocco,0.10,0.00,0.30,0.00,0.00,0.00,0.00
Taiwan->Turkey,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Singapore->DemocraticRepublicoftheCongo,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Switzerland->Canada,0.00,0.00,0.30,0.10,0.00,0.00,0.00
Argentina->Canada,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Greece->Italy,0.00,0.00,0.10,0.10,0.00,0.00,0.00
Vietnam->Hungary,0.00,0.00,0.10,0.30,0.00,0.00,0.00
Russia->Romania,0.00,0.10,0.00,0.10,0.00,0.00,0.00
Turkey->UnitedKingdom,0.00,0.00,0.00,0.10,0.00,0.00,0.00
Chile->Russia,0.00,0.10,0.09,0.00,0.00,0.00,0.00
Chile->Austria,0.00,0.08,0.09,0.00,0.00,0.00,0.00
Chile->Japan,0.10,0.08,0.09,0.00,0.00,0.00,0.00
Belgium->Singapore,0.07,0.00,0.00,0.00,0.00,0.00,0.00
Belgium->China,0.07,0.00,0.00,0.00,0.00,0.00,0.00
Belgium->Luxembourg,0.07,0.00,0.10,0.00,0.00,0.00,0.00
Belgium->Senegal,0.07,0.00,0.00,0.00,0.00,0.00,0.00
Belgium->France,0.00,0.07,0.00,0.10,0.00,0.00,0.00
Belgium->Argentina,0.00,0.10,0.00,0.07,0.00,0.00,0.00
HongKong->Mexico,0.07,0.00,0.00,0.00,0.00,0.00,0.00
HongKong->Uruguay,0.03,0.10,0.00,0.00,0.00,0.00,0.00
Uruguay->Australia,0.00,0.13,0.00,0.00,0.00,0.00,0.00
Portugal->Luxembourg,0.00,0.10,0.02,0.07,0.00,0.00,0.00
Netherlands->Greece,0.00,0.00,0.12,0.00,0.00,0.00,0.00
DemocraticRepublicoftheCongo->Russia,0.00,0.01,0.02,0.00,0.00,0.00,0.00
Morocco->Sweden,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Morocco->CzechRepublic,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Morocco->Latvia,0.00,0.00,0.00,0.01,0.00,0.00,0.00
Netherlands->Denmark,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Luxembourg->Australia,0.10,0.00,0.28,0.00,0.10,0.00,0.00
Luxembourg->China,0.10,0.00,0.20,0.00,0.00,0.00,0.00
Taiwan->Singapore,0.30,0.20,0.00,0.00,0.00,0.00,0.00
Taiwan->HongKong,0.40,0.10,0.00,0.00,0.00,0.00,0.00
Turkey->France,0.10,0.00,0.00,0.19,0.00,0.00,0.00
Sweden->China,0.10,0.10,0.10,0.10,0.00,0.00,0.00
Japan->SouthKorea,0.00,0.10,0.10,0.00,0.00,0.00,0.00
USA->Uganda,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Japan->Oman,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Latvia->UnitedKingdom,0.00,0.14,0.10,0.37,0.00,0.00,0.00
France->India,0.10,0.00,0.20,0.10,0.00,0.00,0.00
Austria->CzechRepublic,0.00,0.00,0.10,0.20,0.00,0.00,0.00
Finland->Australia,0.00,0.00,0.10,0.20,0.00,0.00,0.00
SouthAfrica->USA,0.00,0.00,0.00,0.20,0.00,0.00,0.00
Luxembourg->Turkey,0.10,0.00,0.18,0.20,0.00,0.00,0.00
Luxembourg->SaudiArabia,0.10,0.00,0.00,0.10,0.00,0.00,0.00
Luxembourg->Mexico,0.00,0.10,0.00,0.20,0.00,0.00,0.00
UnitedKingdom->Romania,0.00,0.06,0.10,0.10,0.00,0.00,0.00
Taiwan->Norway,0.10,0.00,0.10,0.00,0.00,0.00,0.00
Thailand->NewZealand,0.20,0.00,0.00,0.00,0.00,0.00,0.00
Thailand->Denmark,0.10,0.00,0.00,0.00,0.00,0.00,0.00
Sweden->Colombia,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Spain->Thailand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Japan->UnitedArabEmirates,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->Austria,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->Russia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->Uganda,0.00,0.30,0.00,0.00,0.00,0.00,0.00
Senegal->Switzerland,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->NewZealand,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Senegal->Chile,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Poland->Denmark,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Turkey->Italy,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Israel->Greece,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Israel->SouthAfrica,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->Brazil,0.00,0.10,0.00,0.00,0.00,0.00,0.00
SouthAfrica->France,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Japan->Spain,0.00,0.20,0.20,0.00,0.00,0.00,0.00
UnitedArabEmirates->Kazakhstan,0.00,0.30,0.00,0.10,0.00,0.00,0.00
Turkey->Georgia,0.00,0.10,0.00,0.00,0.00,0.00,0.00
NewZealand->Iceland,0.00,0.20,0.00,0.00,0.00,0.00,0.00
NewZealand->Norway,0.00,0.20,0.00,0.00,0.00,0.00,0.00
Uganda->Jordan,0.00,0.10,0.20,0.00,0.00,0.00,0.00
India->Chile,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Netherlands->Japan,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewZealand->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Denmark,0.00,0.20,0.10,0.10,0.00,0.00,0.00
Vietnam->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Taiwan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Jordan,0.00,0.00,0.40,0.10,0.00,0.00,0.00
Vietnam->Germany,0.06,0.00,0.11,0.00,0.00,0.00,0.00
Taiwan->Mexico,0.00,0.10,0.10,0.00,0.00,0.00,0.00
Turkey->Austria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Latvia->Sweden,0.00,0.40,0.10,0.00,0.00,0.00,0.00
Latvia->Portugal,0.00,0.00,0.10,0.00,0.00,0.00,0.00
UnitedKingdom->CzechRepublic,0.10,0.16,0.30,0.20,0.00,0.00,0.00
Switzerland->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->Kazakhstan,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Poland->Mexico,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Italy->Nigeria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
USA->CzechRepublic,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Austria->Hungary,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewZealand->Uruguay,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Jordan,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Greece->HongKong,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Greece->Vietnam,0.00,0.20,0.20,0.00,0.00,0.00,0.00
Greece->Austria,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Austria->UnitedKingdom,0.00,0.00,0.30,0.00,0.00,0.00,0.00
Hungary->Vietnam,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Vietnam->Turkey,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Denmark->Poland,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Finland->Senegal,0.00,0.00,0.20,0.00,0.00,0.00,0.00
Mexico->Morocco,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Mexico->Chile,0.00,0.00,0.20,0.00,0.00,0.00,0.00
NewZealand->Spain,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Luxembourg->UnitedArabEmirates,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Japan->Luxembourg,0.00,0.00,0.10,0.00,0.00,0.00,0.00
Japan->SouthAfrica,0.00,0.10,0.20,0.00,0.00,0.00,0.00
Japan->Brazil,0.00,0.00,0.10,0.10,0.00,0.00,0.00
